,Comments,Origin
9446,eso les pasa por romper cosas mi pregunta es que ganan con hacer destrozos eso ya es bandalismo que mal están de verdad con destruir no van a arreglar nada mucho menos van a revivir alas que ya murieron ni van aparecer alas que no saben ni dnd están son fatales sus famosas marchas esa es su libertad de expresión 🙄 cielos🤦🤦,Maerker
9447,El karma es tan canijo que les paga doble la fractura 😂😂😂😂😂,Maerker
9448,"Siempre el Yo-Yo
Todo se hace y lo hacen para “dañar” al presidentito, tan importante y único que se siente !! Ridículo soberbio !!",Maerker
9449,"Lamentable que el presidente sea así , da una lastima que México sea gobernado por alguien así.",Maerker
9450,Desafortunado comentario si es así porque hay tan pocas mujeres en su gobierno y porque tiene que poner de ejemplo a su familia si. Lo que se ha visto es para llorar.,Maerker
9451,"Grupos conservadores en el movimiento feminista, también en las barra de Querétaro, también los periodistas, ah y en todos los que no esten de acuerdo con su forma de gobeenar.",Maerker
9452,Obrador y su delirio de persecución donde todos están en su contra !!!!,Maerker
9453,"Sr presidente YA BASTA YA BASTA dedíquese a gobernar y dar resultados 😡 ya déjese de PENDEJADAS y de pensar que todos lo quieren perjudicar...us
ted sólito esta cabandl su propia tumba con la división del país...YA NO ESTE CHINGANDO CON EL MISMO DIACURSO....YA.
..YA POR FAVOR YA BASTA",Maerker
9454,"Esos conservadores los sueńa. Los conservsdorwz somos los que quieren un país estable , seguro. Y con crecimiento económico",Maerker
9455,"Yo ya había pensado que varios de sus dichos más tontos y primitivos, vienen de su mamá, una humilde mujer de pueblo provinciano no muy ilustrada.",Maerker
9456,"Estos movimientos siempre los ah habido ,entonces si asi es podemos pensar que antes que el esos grupos eran izquierdistas,!
!!este señor cree que tiene a una nación conforme y todos con el.",Maerker
9457,"Efectivamente, inclusive hay hombres que se hacen pasar por mujeres y mujeres actuando como sujetos delincuentes",Maerker
9458,"No sea necio, HAY inestabilidad política, falta de valores, nos hemos convertido en un país sin ley, sin principios, sin moral, sin humanidad!",Maerker
9459,Puro delirio de persecución sufre hesta muy enfermo.,Maerker
9460,Esta muy preocupado por ellas pero no por los violadores !,Maerker
9461,Que nos pida disculpas a las mujeres de nuestro país y no a los europeos. La historia debe reconocernos,Maerker
9462,"Con este señor no se puede, cada día esta peor...",Maerker
9463,"Recordemos el grupo de "" halcones "" que atacaban a los estudiantes en sus manifestaciones
y ahora sobre los estadios y manifestaciones
de las mujeres ???",Maerker
9464,"que bueno que la gente creemos ciegamente en todo lo que dice amlo, el siempre dice todas las verdades como lo de su famlia, no es que su famliai se tranza es que gente que quiere desestabilizar al gobierno les metio millones a sus cuentas y bolsas de la ropa,, que gente poco patriota",Maerker
9465,"No acepta su pésimo desempeño y daño a la nación y siempre está echándole ka culpa a otros en. Lugar de trabajar por el bien de todos, si de todos. Ya basta México ya basta",Maerker
9466,"Por favor, MÁNDENLO A
UN PSIQUIATRA

SU DELIRIO DE PERSECUCIÓN Y SU PARANOIA YA SUPERA EL PEOR GRADO",Maerker
9467,"Este señor hasta cuándo duerme y lo despierta uno de sus ronquidos, le debe echar la culpa a los conservadores neoliberales.",Maerker
9468,"Lo. Mismo de siempre ese señor cree que lo que él dice es la verdad, que absurdo",Maerker
9469,"Señor López Obrador su principal enemigo es la
REALIDAD , que nos hace ver qué la gran mayoría del lo que dice SON MENTIRAS , vuelvo a repetirlo es la
REALIDAD ,.",Maerker
9470,"Hay comediantes que se vuelven presidentes, también hay y, muchos, presidentes que se vuelven comediantes!!!",Maerker
9471,Más bien tiene infiltrados su grupos para echar la culpa a lo neoliberales y todo lo que se le ocurre,Maerker
9472,Ese tipo está enfermo de remate!,Maerker
9473,"Su actitud no tiene nada de risible, su compulsión por dividir a la sociedad y la intransigencia de sus seguidores —cultivada con asistencialismo
y demagogia— separa hoy a hermanos y amigos.",Maerker
9474,"Me imagino que su madre le inculcó la división, el odio entre hermanos por eso mató a uno de sus consanguinios, y continúa la trauma es por eso su actuar de dividir y escupir veneno.",Maerker
9475,"Que señor que solo le preocupa su gobierno y no la gente. Se voto para que diera certeza en todos los ámbitos a la sociedad, ni para andarse cuidando de ""sus enemigos"". Que persona más egocéntrica y psicologicament
e afectada",Maerker
9476,"Este señor ya polarizo a la sociedad mexicana ,dónde el de enfrente cuestiona tu porque tienes eso y yo no, gente que recibe parte de nuestros impuestos y no de el gobierno ,eso no lo ha analizado mucho gente, espero sea reflexivo todo esto gracias",Maerker
9477,Sus comentarios siempre fuera de lugar no hay coherencia .Un personaje con comentarios fuera de lugar de la realidad del país ...Tenemos un político que hace el papel del Presidente una comedia de risa,Maerker
9478,Cuánta estupidez sale de su horrible verborrea... Qué vergüenza!,Maerker
9479,Será que el mismo les paga para seguir haciendo creer a los tontitos que aún confían en el que lo quieren dañar? Ya ridículo estamos hasta la madre de tanta estupidez de tu parte,Maerker
9480,"Ni la mujer es sublime, ni es sagrado defenderla, porque vuelve a mencionar palabras, de un discurso machista, para decir d""la mujer no se toca ni con el pétalo de una rosa"", por eso pone un muro metálico alrededor de palacio nacional?",Maerker
9481,"Sr. Obrador !!!
Tiene muy mala memoria recuerde que antes eran LOS ANARQUISTAS y ahora son LAS ANARQUISTAS !!
No son los conservadores para aniquilar su 4T siempre han existido los contras !!
Ud no se crea ser el obligo del mundo, siempre hay reventadores en el gobiernos anteriores y obvio en el suyo también.
Tiene ud delirio de persecución tranquilo siempre ha sido igual !!",Maerker
9482,"Ay, sus comentarios moralino, a quién le importa cómo vivió el represor autoritario que quita estancias infantiles, cancela escuelas de tiempo completo, apoya acosadores, violadores y desdeña el movimiento feminista",Maerker
9483,"Debería de ponerse a trabajar siempre se la pasa hablando de los gobiernos pasados pero esas manifestaciones
feministas con el gobierno que esté siempre an sido igual de destructivas y usted en ves de solucionar las cosas las empeora mejor ya no hable tanto mejor póngase a trabajar se va acabar su sexenio y solo se la va a pasar hablando y nada de trabajar",Maerker
9484,"Este wey siempre dice lo mismo, todos lo atacan, nadie de su gabinete es corrupto, todo lo que pasa ahorita es por el pasado, en todos lados hay infiltrados, mil y un pretextos pone este señor para no hacer lo que debe, todos los días se la pasa dando juntas de lo que le conviene y de lo que no es porque sus adversarios lo atacan.
Pero los pejelovers creyendo todo
Que hueva",Maerker
9485,"No dudo que haya infiltrados, pero si lo sabe pues que las exhiba, sino solo quedará como un comentario burdo.",Maerker
9486,"Si rebuznan son infiltrados y si quedan callados son 4a...osea que ya no puedes llevar la contraria a que mi abuelito...es la edad ..entiendanlo..
.pronto empezara a repetir mas palabras",Maerker
9487,Milagro no le hecho la culpa a los conservadores de lo que está pasando con Rusia y Ucrania,Maerker
9488,"A mi sano juicio siento que si realmente el señor hablador quiere a Mexico y por sanidad de todos (as) lo mexicanos (as) ya debe de dejar el puesto porque debe de entender que le quedó muy grande la yegua y que instruya a la bola de pendejos (as) que le paren a la mediocridad de eso de la revocación de mandato, en que cabeza cabe seguir teniendo un presidente tan mediocre que solo se queda cruzado de brazos viendo su pueblo matarse",Maerker
9489,"Antes eran los de izquierda que se infiltraban, ahora son los conservadores, los políticos de todos los tiempos siempre buscarán culpables, para no asumir su responsabilidad
de escuchar y atender a la sociedad.",Maerker
9490,Pues es la verdad los partidos politocos sean aprovechado de este movimiento para sumar votos! Antes cuanso se veia al PRI y al PAN asta brozo se hizo feminista cuando era un retrógrada machista!,Maerker
9491,"Siempre el mismo discurso
NO sirves como presidente",Maerker
9492,"Este señor, se la pasa burlandose siempre de ustedes, siempre, y aún así lo tienen en un pedestal como si fuera un santo, ya vieron su risa burlona contra su movimiento, dice que le hacen lo que el viento a Juárez, su popularidad está intacta.",Maerker
9493,"14 de marzo inicia de lucha magisterial porque AMLO le falló al magisterio y los padres de los 43.
Gobierne quién gobierne los derechos se defienden, y si es el caso? Es sabio cambiar de opinión.",Maerker
9494,"No pues, vivimos en tital paz, armonia, economia fuerte, casi casi como Suiza. Ridiculo no sabe que decir ante su ineptitud y malos resultados",Maerker
9495,El a de saber mucho su misma fórmula de antaño y que el hacía... 🙄🙄🙄,Maerker
9496,Se quedó varado e el discurso que se leía en los cuadernos de historia de primaria: Liberales vs Conservadores.,Maerker
9497,"Pensé que hera huérfano ...pues no se ve que tenga madre , a dejado que abusen de los derechos de la mujer en lo que va de su sexenio ...",Maerker
9498,Recordemos en 1996 esto actual lleva su firma,Maerker
9499,"Lopitoz ®, ha tenido una vida tan dura, que desde niño, en vez de tener un amigo imaginario, tuvo (y hasta la fecha tiene) un enemigo conservador, neoliberal y fifí, imaginario. Y lo peor, ¡se le han ido multiplicando! Cada día más loco, la Chabelita de palacio!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
😂😂",Maerker
9500,Así pasa en las familias hay abusados y pendejos el peje cuál seria,Maerker
9501,Pura risa nuestro presidente mientras muchos trabajadores al borde de perder el trabajo.,Maerker
9502,"En otras palabras, su manifestación no es real…",Maerker
9503,"Día a día hay más agresiones hacia las mujeres y todo sigue igual , vivimos en el país del nadie sabe, nadie supo 🥺😡",Maerker
9504,Así es es con esos prian todo le duele,Maerker
9505,"Y no??? No entiendo como pueden manifestar que acabe la violencia generando violencia, no es congruente, sea mujer, hombre o como gusten llamarse.",Maerker
9506,Adónde le cabe tanta estupidez,Maerker
9507,"Estamos hartas de su cinismo, nos matan todos los días y a usted le da mucha risa?",Maerker
9508,No creo que su mamá haya influido para que el sea así... tiene hermanos muy decentes,Maerker
9509,"Que no Friegue siempre culpa a los demás, cuando el Gobierno que el representa no resuelve nada y honestamente su Gobierno no hace nada .. La verdad no hay peor siego que el que no lo ve ,,,",Maerker
9510,Con su sonrisa estúpida cree que los mexicanos somos tontos si se votó por el fue por el hartazgo de los otros políticos rateros y mentirosos,Maerker
9511,Siempre sus comentarios para resaltar su ineptitud 🤮🤮🤮🤮🤡🤡🤡,Maerker
9512,"Entonces no quiere patriarcado, quiere matriarcado.
Que incongruencia 😱 pues se supone que quiere igualdad ante la ley.
Que todos son iguales ante la ley, independienteme
nte si es mujer o hombre",Maerker
9513,"En lugar de estar ofendiendo den ideas ya que todos los que comentan han de venir de buenas familias y si que tuvieron muy buena educación ya que hablar de una madre que ni siquiera tiene que ver con esto demuestra la falta de educación que tienen. Por eso ustedes que siempre mandan al país con sus buenos gobiernos que ustedes mismos eligieron en administracione
s anteriores ya que por ser del norte se creen gringos y muy sabios. Ayuden al país con tanta sabiduría juntos estoy segura que le ganamos a Rusia en una guerra. Jejeje",Maerker
9514,Su pobre y precaria mente y educación no dan para más.,Maerker
9515,Ahora se entiende todo🙄... La falta de pelotas..,Maerker
9516,Lo opinantes en esta sección de comentarios NO corresponden a la opinión de las mayorías. LO BUENO.,Maerker
9517,"Noooo no necesitan que se les infiltrar nadie , solitas pueden destruir todo !!!!",Maerker
9518,El mismo los contrata para desvirtuar el movimiento feminista si es una 💩💩💩💩💩💩🐀🐀🐀🐀🐀,Maerker
9519,De cual estabilidad politica habla el señor!,Maerker
9520,No creo por su forma de gobernar el país claramente se ve que no tuvo madre,Maerker
9521,También dice lo mismo a los padres de niños enfermo de cáncer.,Maerker
9522,"Don guango se hace el tío lolo solo, el como líder del cartel tabasco nueva generación planea, organiza y dirige a las feminazis",Maerker
9523,"Toda manifestación que quebranta la ley es delito y queda de lado.el propósito del mismo , así sea tu mamá",Maerker
9524,"LO INCREÍBLE ES QUE ALGUNAS FUERON PAGADAS POR MORENA PARA ALABAR AK CHE PRESIDENTEJO GANDALLA, LES QUITO LAS GUARDERÍAS, LES QUITÓ LAS ESCUELAS DE TIEMPO COMPLETO, LES QUITÓ LOS ALBERGUES PARA MUJERES MALTRATADAS, HAN MUERTO MUCHAS MUJERES POR CÁNCER POR LA FALTA DE MÉDICAMENTOS, YA NO HSY VACUNA CERVICOUTERINO PARA LAS NIÑAS NO HAY UN SISTEMA EDUCATIVO DECENTE, NO HAY UN SISTEMA DE SALUD, CONFIABLES, Y LO APLAUDEN",Maerker
9525,Ya no le den micrófono a este señor por favor,Maerker
9526,Son las mismas personas que el apoyaba en su tiempos de candidato ahora resulta así como apoyaba a los maestros de guerrero,Maerker
9527,"Claro a echarle la culpa a su madre por el tipo de personaje que es, ni en eso acepta que el tiene la culpa de lo que hace y dice",Maerker
9528,Ahora ya sabemos quién es la culpable de que sea tan inepto,Maerker
9529,Para todo le echas la culpa a los conservadores. Ciego y sordo,Maerker
9530,"Entonces Los grupos INFILTRADOS de la Izquierda son los que desaparecieron los 43 de Ayotzinapa, los 65 de Pasta de Conchos, Los 50 del ABC",Maerker
9531,Para el todo es acerca de el el siempre tiene que ser el centro de todo la verdad es un tipo insoportable,Maerker
9532,"Así fue con los otros gobiernos, ahora que se chingue",Maerker
9533,Todo el mundo está en contra de sus tranzas... digo de su gobierno!!,Maerker
9534,Así como también dijo que lo sucedido en Qro fue culpa de los neoliberales! De verdad este señor esta paranoico y mitomano!,Maerker
9535,No a hecho nada por la mujer😥💜cuanto feminicidio,Maerker
9536,"Ya no sabe decir mas que eso el vejete, siempre con sus mismas pendejadas",Maerker
9537,"Esos conservadores son como Dios, están en todas partes !! 😱",Maerker
9538,Siempre con sus ideas absurdas,Maerker
9539,La inestabilidad a estado presente en su gobierno. Y si lo criaron como todo un macho !,Maerker
9540,Como quiera ahora nos gobierna amlo y pese a quien le pese es nuestro presidente,Maerker
9541,Hasta cuándo le va a dejar de hechar la culpa a todos. Y lavarse las manos.,Maerker
9542,Siempre dice lo mismo.,Maerker
9543,"No sabe otra cantaleta!!!!!!
!!",Maerker
9544,"De que bla hay, la hay, inestabilidad y corrupción",Maerker
9545,Que hueva con este señor!!,Maerker
9546,Ya viejito deja de culpar a gobiernos anteriores y ponte a trabajar,Maerker
9547,Todo el mundo está en complot contra el 💩 que acaso a eso no le llaman esquizofrenia ???,Maerker
9548,Ana Cruz,Maerker
9549,Al rato salen las mamás de esos lindos bebés en defensa... Ya casi las oigo,Maerker
9550,"México lugar donde pasa de todo y salen con que no pasa nada, por gente irracional, que Mexico no sea sede de ningún tipo de evento ínternacional porque nuestra seguridad está por los suelos😡😡😡",Maerker
9551,Pues esperemos 🙏 y si les den su castigo porque el Mikel no hizo nada solo multa para el equipo esto es una burla,Maerker
9552,Eso es de dar vergüenza,Maerker
9553,"Estoy indignada . El jala llegue mi queja a ustedes que son un medio Televisivo Denise Maerker . Venezolanos en Mexico …… Pregunto : Hay Xenofobia contra los Venezolanos en Mexico también ? Yo trabajé con mexicanos aquí en Caracas - Venezuela y pregunten cómo era el trato . #NOALaXenofobia
. Que triste por Mexico .",Maerker
9554,Chi Mi,Maerker
9555,Chi Mi,Maerker
9556,Solo 10 si el pleito se miraba una multitud de gente pleitera...,Maerker
9557,No es ni el 0000.1% de la gente involucrada en ese asunto pero en fin,Maerker
9558,Israel Delgado Relick,Maerker
9559,Vergüenza,Maerker
9560,😁😁😁😁😁😁,Maerker
9561,Marco Baltazar,Maerker
9562,Marco Baltazar,Maerker
9563,Marco Baltazar,Maerker
9564,Daniel Olegario Desales,Maerker
9565,Y creo que falta este no he visto tomas ni fotos. Buenos estos dos.,Maerker
9566,"¿En grado de tentativa? No mmn! pues si están muertas las victimas, no chngen!",Maerker
9567,"De dónde sacaron esos malandros??
Seguro ya los tenían presos sin sentencia y así van a engañar al pueblo
Cómo sea ya estaban dentro del tambo
Xq los verdaderos asesinos ya están escondidos o ya le a pagaron para que se pierdan",Maerker
9568,Increíble que los dueños y directivos así como autoridades del estado solo tengan esos resultados tan pendejos teniendo tanta tecnología a la mano y para identificar a cada uno de los agresores y que presuman qué hay 10 detenidos . Tantita madre!,Maerker
9569,Será otro caso similar al de Aburto! En tiempos de Kuribreña,Maerker
9570,"10 detenidos?..y en el estadio no pudieron Aser nada,?..osea estos 10 fueron los que isieron el desmadre en el corregidora?😳🧐...no mamen pinche justicia en nuestro México..",Maerker
9571,Ke agarren este parcito keno se salgan conla suya nosé vale,Maerker
9572,"Si hubieran sido 10 o 26 cómo lo dice el gobierno y la fiscalía, ese evento no se hubiera salido de control. Los culpables son muchos más, supera los mil las personas participantes,😡🤬",Maerker
9573,Puras mentiras,Maerker
9574,Estás imagen circula en la redes sociales tal parece que hay demasiados intereses $$,Maerker
9575,"...y que hacemos? Le pedimos a otro gobierno que lo resuelva? A otro país? A quién le pedimos justicia, a putyn?🤷",Maerker
9576,Y faltan muchos más ....donde estan???,Maerker
9577,Si cren y difunden qué solo fueron 21 personas las qué ocasionaron es están igual o más pend#$$@$ esa cantidad ni se acerca a la realidad solo hagan bien su trabajo de periodismo y hagan recuento de cuantas personas participaron si hubieran sido solo esos 21 la barra del atlas los hubieran molido a golpes,Maerker
9578,Y esté...,Maerker
9579,A estas horas solo 10 detenidos y los de más responsables? Vergüenza debe darles de solo presentar a 10 detenidos.,Maerker
9580,"Si después del sábado no aprendemos, vamos a seguir valiendo madre!!!!

Al club ATLAS, No les importa que sus aficionados hayan muerto o estén medio muertos en un hospital.

Club Querétaro debe indemnizar a las familias que sufrieron la muerte de un ser querido.

Gobierno de Querétaro, como buen gobierno Panista, mentiras tras mentiras, queriendo ocultar la verdad.

FMF: al no desafiliar al Querétaro nos demuestran la MIERDA que son, y TU QUE VAS CADA 8 DÍAS AL ESTADIO, NO LE IMPORTAS Y MENOS TU FAMILIA.

HOY NO VEO A LOS PANISTAS, VISITANDO A LAS FAMILIAS DE LOS FALLECIDOS, NI INSITANDO PROTESTAS, COMO EN EL ACCIDENTE DE LA LÍNEA 12.

SI EL FIN DE SEMANA REANUDAN LA LIGA MX, COMO SI NADA HUBIERA PASADO, NO DEBERIA DE ASISTIR NADIE AL ESTADIO, APOCO VAS A IR A ARRIESGAR TU VIDA O LA DE TU FAMILIA?.

ESTA BIEN QUE SEAMOS AMANTES DEL FÚTBOL, PERO NO DEBEMOS DE SER PENDEJOS.",Maerker
9581,A que govierno tenemos chingao,Maerker
9582,Al rato los saca el dueño del club. No hay problema. Al fin del día es su grupo de choque.,Maerker
9583,"Hasta un juez detuvieron sin orden de aprensión, comentado por su mama",Maerker
9584,Probable no es un echo q duran ellos 😡 hay nooo q horror q porquería de gobierno,Maerker
9585,"Loretita ...un estadio de más de 30,000 su máximo y 15,000 bandalos",Maerker
9586,Eso fue armado para tapar la corrupción de Gertz Manero al filtrarse los audios el fin de semana,Maerker
9587,"No hay muertos , 24hrs y 20 mil pesos de fianza y quedan libres.🙄",Maerker
9588,"10😁, si fueron cientos",Maerker
9589,Jejejeje ahora resulta que ya son muy eficientes 😁😁😁😁😁😂😂😂😂😀😀😀,Maerker
9590,Pos no que no hubo muertos quien los entiende pues,Maerker
9591,"Y como para cuando cumplimentaran la orden de aprehension en contra de Mauricio Huachikuri, por omision, simulacion y falsedad, aparte de coaccion, cohecho y extorsion en contra de los familiares de las victimas mortales ??... si compro la gubernatura, que no compre y pague por el silencio de las familias que perdieron a un ser amado en la trifulca !!
#revocaciondema
ndatoakuri",Maerker
9592,Y q tambien la busque por complise 🤬🤬,Maerker
9593,"Hasta para eso son pdjs 10? De todo el relajo que se armó
#fueramorena
#fueralopezobra
dor
#yabasta",Maerker
9594,"Basura de Gobierno
Basura de Federación
Burla para el pueblo",Maerker
9595,Deberíamos reportarle su pinche pajina x mentirosa,Maerker
9596,"https://
vm.tiktok.com/
ZMLfybFxF/
Denisse apoyo a las mujeres 💜
Aquí también incitan al odio, ayúdanos a hacerlo viral",Maerker
9597,Debe tener muy buenos contactos el dueño del Querétaro para que no les fueran tan mal como sacarlos de la Liga MX de por vida 🤣,Maerker
9598,"CON ESTO LOS DUEÑOS Y LA FEMEFUT SON COMPLICES DE LOS ASESINOS DE LAS BARRAS Y GENERALIZO POR QUE EN TODOS LOS EQUIPOS HAY VIOLENCIA LES QUEDO GRANDE LA RESPONSABILIDAD
, PESO MAS EL DINERO......Y LA AMBICION,",Maerker
9599,Nmmn neta que un año es lo que vale las vidas que se perdieron ese día me dueles México 😡,Maerker
9600,"Puras fallas......per
o el fútbol es un gran negocio para Mexico. MIKEL pasara a la historia de la peor manera. Ahora faltará la sanción a las personas detenidas....ha
y muchas evidencias",Maerker
9601,"Que la afición descanse un tiempo del futbol y apoye otras opciones deportivas donde la barbarie no sea patrocinada por las directivas de los equipos, a boicotear la parodia de liga futbolística",Maerker
9602,"Muy leve no? Para la porra es una ridiculez lo que les pusieron, deben prohibir las barras en todo el futbol mexicano .",Maerker
9603,"El club Querétaro, debe hacerse de cargo de los gastos médicos de las personas heridas, además de pagar indemnización a los deudos de los fallecidos.",Maerker
9604,"Hace 20 años paso lo de las torres Gemelas y parece que fue ayer, 1 año de veto al estadio es una burla, es como si dijeran que este fin de semana no hay fútbol",Maerker
9605,Bravo q barbaros q sanciones tan mas ejemplares es lo que todos estamos esperando incluso los q estan hospitalisados y los que al aprecer no murieron!!! Esoo!!!,Maerker
9606,Y el dinero para quien va ser. Pará los pobres mandamos del fútbol mexicano o para quien es mi duda eso a quien ayuda a los que tienen más dinero,Maerker
9607,"Nada fuerte es un curita esto , debería ser mucho más estricto ,aunque sin público no tendrán dinero y no pagarán futbolistas y será un equipo mediocre como sus porras",Maerker
9608,Un año apoco en un año se quita el dolor y la triztesa por haber perdido algun ser querido?? Que lo clausuren por tiempo indefinido hasta que todos los culpables de esta tragedia esten pagando por lo que hicieron,Maerker
9609,Que horror 😮 pero estamos en México que le hacemos más corrupto que nada vamos de mal en peor esa sanción se la sacaron de la manga pura por quería en esto del fut,Maerker
9610,Es Evidente🛑 La CORRUPCIÓN EN EL FUTBOL🛑!!! Pero Bien Aquí Ya Depende De los Aficionados Al Fútbol!!! Ya Saben A Lo que Exponen Cuando Asistan a Dicho Evento !!! Dueles México ☹️,Maerker
9611,"Primero los intereses económicos y el aficionado que hace el espectáculo simplemente no vale, como siempre la corrupción gana otra vez los amos del fútbol no quieren perder.",Maerker
9612,Hoooo que castigo tan ejemplar !!! Con esos castigos ni se nota como está de podrido el fútbol mexicano,Maerker
9613,Hoy perdió el fútbol y quedó de manifiesto que les importa más la parte economía muy por encima de la integridad de la afición que paga su boleto !,Maerker
9614,"Es un circo ,que tristeza y lamentablemente
esto $$ es lo primordial en el fútbol mexicano",Maerker
9615,"También suspensión a Mikel y todos ellos por no verificar medidas de seguridad a Querétaro y a cuántos más estarán así como otros equipos de 1 división y 2 división.conchu
dos en sus oficinas.",Maerker
9616,"Bendito país este es nuestro México dónde el que roba, asecina tiene más voz que el que procura ser buen ciudadano... Él país de la punidad ...",Maerker
9617,¿Esas son sus sanciones fuertes? Y aparte ocultando todo en fin... México siendo México vergüenza que da La FEMEXFUT,Maerker
9618,"Eres una vergüenza federación y dueños de este fútbol mexicano, das pena a este deporte",Maerker
9619,"Afición, manifiestate a no asistir a ningún estadio, verás los resultados más adelante",Maerker
9620,"Y con esos castigos ""fuertes"" ya voy a poder asistir alos estadios sin miedo a mi integridad llegar con mi familia noo pos si dan risa jaajajajaja",Maerker
9621,"Para todos eso aficionados que siguen un equipo nadamas vean no les importa en lo más mínimo la vida de sus seguidores lo que importa $$$ piensen pudieron ser uno de ustedes ya sea del América,chivas etc....
Dejen de seguir dejen de darles más dinero y poder a esa gente.",Maerker
9622,"Que tristeza que pudo más el poder económica que toda la sangre q se derramó en esa ola de violencia , le decisión q se debió tomar era desfiliar a Querétaro y q ese estadio no volviera a tener fútbol profesional , esto seguirá pasando en los estadios porque ya se dieron cuenta q solo es un veto por un rato se acostumbraron a jugar casi año y medio sin público por la pandemia entonces no se les afectaría 😡😡😡😡😡",Maerker
9623,"Falta de autoridad y de valor, la única sanción que justifica el acotó es desafilar al club de 1 división como siempre en México no pasa nada les tiembla la mano a leo de le la Femexfut puros interesados $$ pregúntale a Desio de maria cuanto gana, cuanto dinero le entra, le importa un cacahuate la gente y seguridad del público en general",Maerker
9624,"Según recuerdo el pleito fue aficionados vs aficionados. No veo lógica en que quieran casi desaparecer el equipo. Las sanciones están bien, sobre todo recaen en el público que fue el causante. Falta que encierren a los agresores en la cárcel un buen rato y que investiguen a fondo a la compañía contratada para la seguridad del estadio.

Hay que exterminar a los agresores y sus cómplices, no al equipo completo que más allá de la simpatia que tienen los agresores por ellos, nada tendrían que ver. El fanatismo ocasionó esto y hay que ir contra los fanáticos.",Maerker
9625,"Y que castigo para las autoridades que NUNCA tuvieron un protocolo de actuación, seguridad pública, protección civil y las autoridades administrativas
del estadio!?",Maerker
9626,"Y los delitos de lesiones agravadas o tentativo de homicidio u homicidio, están pintados, es una burla, esas porras no deben existir, puros acarreados pagados por el propio gobierno, vean a la UNAM, llena de potros de la barra.",Maerker
9627,"A ver, me rio o me enojo, que castigo tan enorme, de gran enseñanza( lease de forma sarcástica), la verdad que coraje saber que a ese Gobierno y empresarios les vale un cacahuate la vida de las personas y lo mas triste saber que no les importa la gente que les da de comer, porque es cierto que los que van al estadio son los que mantienen a esa sarta de basura humana que solo les importa el dinero 💰.",Maerker
9628,Creo que los que han comentado que se deje de asistir a los estadios lo que resta de la temporada. Tienen razón. Ellos no quieren que pierda su negocio no les importa la vida de los que asisten al fútbol. Yo no pienso asistir mas a un estadio de fútbol,Maerker
9629,"Un asco el fútbol Mexicano, hay chavos con muchas aptitudes que van a competencias nacionales y ni caso les hacen, mil veces apoyar a estos jóvenes que andar invirtiendo tiempo y dinero en estos equipos mediocres..",Maerker
9630,"Es una vergüenza el no haber tomado decisiones drásticas, por lo
Menos desafiliar al equipo de por vida, estos hechos no fueron cualquier cosa es un mal visto para el mundo, por eso a méxico lo ven como un país sin crecimiento económico, moral y profesional",Maerker
9631,"Decisiones tibias, se sobrepone el interés económico al dolor humano, una muestra de buenas decisiones sería la desaparición de las porras, barras, ""grupos de animación"", para empezar, seguridad realmente efectiva, no por barata es buena, son personas inconscientes del papel que deben desempeñar, podría continuar con este último comentario termino, los dirigentes del Qro. inhabilitados de por vida, por ineptos.",Maerker
9632,"Y el estadio porque
Si a los q deberian de vetar es al queretaro por traer a tanto parasito como barra🤬🤬🤬
Una vez mas sea el equipo q sea estos malnacidos solo pensaran en el dinero como siempre 🤬🤬🤬y nos les importara la vida de sus seguidores jamas 🤬🤬🤬",Maerker
9633,"Les fue barato las sanciones.....p
ero pues los intereses son más, que cuidar la integridad de quienes mantienen al fútbol: LA AFICIÓN.",Maerker
9634,"Ojala y al público y aficionados de la liga mx, si les importe su seguridad y su vida, y demuestren que ellos pueden más y ellos mandan y la siguiente jornada veten a sus equipos ya sea de local o visitante, no asistiendo a ningún partido ni comprando ningún boleto, ya que para los dueños y directivos de los equipos, los aficionados o asistentes a los estadios son un negocio que no les importa si los agreden o los matan, nomas que gasten su dinero en sus productos",Maerker
9635,"Que allá pasado
Si Allan Sido los futbolistas los lesionados 🙄
Haaaa esa sería otra historia 🤔
Pero como fue la afición 🤷
Mi México querido como dueles",Maerker
9636,"K poca,madre tienen todo es puro pinche negocio y nosotros como borregos en apoyo de los clubes de futbol dispuestos a perder hasta la vida",Maerker
9637,Sanciones de risa con esto queda demostrado que los aficionados no valen nada aquí lo que importa es el dinero FIFA deberia dar un castigo ejemplar a la fmf pero estamos en México aquí con dinero se puede hacer lo que quieras,Maerker
9638,Esto del crímen organizado y bien organizado vender el Querétaro al dueńo anterior del grupo caliente prácticamente se lo robaron si tenía trasfondo todo esto y los paganos como siempre la gente kpm,Maerker
9639,No es posible con todo lo que hicieron la saña que emplearon y un año en serio no tienen verguenza el horror que se vivió no se olvida en un año 🤬,Maerker
