,Comments,Origin
479,Andele,Reforma
480,Y no entienden,Reforma
481,El karma el karma,Reforma
482,Según el peje el pueblo está feliz feliz! 🤬,Reforma
483,Xd,Reforma
484,Desde Oaxaca para el mundo 😂,Reforma
485,Elizabeth Marin del Pilar,Reforma
486,🤣😂😅🤣😂😅🤣😂😅🤣😂😅,Reforma
487,Sóbese Que bueno por desmadrosa 🤮🤭🤭,Reforma
488,"Y el mal gobierno NO las OYE , no las VE. Solo indiferencia y mucha corrupcion.veje
mplo : los vendedores en Todas las estaciones del Metro. Todos dan su moche a Ya Sabes Quien y no los molestan así no avanzamos nunca.",Reforma
489,En el pecado llevo la penitencia.,Reforma
490,Quien le manda,Reforma
491,Q lo suban otravez,Reforma
492,"Debería ser en todo y no solo en eventos deportivos, hay que recordar los porros usados por la dirigencia de la UNAM.

Creo que la misma condena debe caer a todo tipo de violentos y no solo en eventos deportivos, porque el PRI lo único que quiere hacer, es ayudar a la liga mexicana de fútbol, por lo que los mismos dueños de los equipos crearon y se les ha ido de las manos.🙄🙄🙄",Reforma
493,Como buenos fascistas tenía que ser el PRI,Reforma
494,Claro debe ser sancionado todo aquel que cause disturbios en lugares públicos y privados .,Reforma
495,"Súbanla a 40 años, verán que cualquier vago lo pensará más de una vez antes de cometer agresiones y/o vandalismo...",Reforma
496,"Que se les trate como criminales, así de simple",Reforma
497,Buena decisión,Reforma
498,"""No pasarán""..! Les regreso su frase a los rojos... México es más grande que toda esa bola de rufianes del ""Desgobierno"".",Reforma
499,"Que el INE se quede como está, México lo necesita!!!
Que López Obrador desaparezca para que ya dejé de joder, México no lo necesita!!!",Reforma
500,"¿Qué se necesita para que avalen la reforma electoral?

Tener más embajadas para seguir comprando a la oposición.",Reforma
501,"Ya dijo la oposición que no pasa, lo que quiere es que sigan odiando a la oposición sus seguidores. Se lo merezca o no. Es lo que quiere. Que cada mañana les diga traidores. Es eso no más.",Reforma
502,Las ratas tramposas de Morena!!,Reforma
503,"El fascista del pejelagarto ha sido el peor personje de la historia de México, tanto o peor que Huerta.",Reforma
504,"Para ser copia de Maduro y de Castro, otro dictadorsete",Reforma
505,"Pues ahora si la tiene difícil, no la van a dejar pasar y ojo, y los mexicanos tampoco la vamos a dejar pasar, este sr está mal ya es un viejito que lo que hace es hacer puro berrinche y desquitarse por el antojo que no le cumplieron!!!",Reforma
506,Mejor ve pensando que mesecita el reforma para sacar a Andrés de la presidencia de lo contrario los va a tumbar reforma aguas,Reforma
507,Todo loque se ase a modo I intereses se puede desapereser x la vía legal I al parecer el INE fue creado a modo i sobre intereses así esque el INE debería de ser extirpado como loque es un cero ala isquierda,Reforma
508,"No va.a pasar JAMAS que no se haga ilusiones... O lo hace para distraernos de todos los problemas que no ha podido resolver (feminicidios, inseguridad, homicidios, narco, su hijo millonario instantáneo, sus hermanos de sobres amarillos, etc etc)",Reforma
509,"Sueña
El dictador kks",Reforma
510,Se quedará en la cámara baja,Reforma
511,"Fuera parásitos viven a costillas del pueblo dándose la gran vida y a parte se ríen del pueblo, fuera pluris",Reforma
512,Que te calles y te pongas a trabaja puras estup..hay prioridades kks terminas y te largas,Reforma
513,No A la destruccion de Mexico .,Reforma
514,México necesita más al INE que a López obrar un pendejo que se va el 2 años el INE se quedará para siempre,Reforma
515,"Nuestro INE está reconocido a nivel mundial, así está bien",Reforma
516,Cualquier parecido con Venezuela es pura coinsidencia,Reforma
517,"EN LA INICIATIVA DE REFORMA ELECTORAL:

YA COMIENZA A OLER EL FRAUDE ELECTRÓNICO , HASTA ACÁ LLEGA EL TUFO",Reforma
518,Con que NO PASE en la de Diputados y tan tan. Les ahorramos trabajo a los demas. 👍,Reforma
519,"Se viene, aguas.",Reforma
520,Julio Cesar Reyes Martos,Reforma
521,"Se necesita una reforma para desaparecerlo, que horror.",Reforma
522,"Lo q quiere es el poder absoluto.como sus diputados,,,NO le cambien ni una coma..los quiere para legalizar su voluntad",Reforma
523,Estar algo desquiciados.,Reforma
524,Que renuncie,Reforma
525,Miguel Hernández,Reforma
526,Desde la cámara de diputados se desechara la iniciativa. Solo es un distractor más de tartufo,Reforma
527,Luis Rojos,Reforma
528,"No a la Reforma Electoral de AMLO, apoyo total al INE y a Lorenzo Córdoba.",Reforma
529,"""BUSCA DEDAPARECER EL INE"", nada calumniosa y falsa la nota jajajaja.",Reforma
530,Que no pase a defender al INE,Reforma
531,LA REFORMA ELECTORAL NO PASA..,Reforma
532,"Yo no conozco como se vive en Venezuela, por eso no puedo opinar",Reforma
533,"Chasm otra vez
Y después su circo de culpa porque es un vgt terco y aferrado al poder absoluto",Reforma
534,Karla Hernández Galindo,Reforma
535,Karla Hernández Galindo,Reforma
536,Karla Hernández Galindo,Reforma
537,"No al comunismo de 4ta , no a morena , si a la democracia",Reforma
538,Karla Hernández Galindo,Reforma
539,Pobre reforma metiche con Amlo antes se hincaba con los neoliberales para que le dieran su chayote y todos los periódicos incluyendo televisoras,Reforma
540,Karla Hernández Galindo,Reforma
541,Karla Hernández Galindo,Reforma
542,Karla Hernández Galindo,Reforma
543,"Realmente ya está demente, solamente así se explica que mande otra de sus famosas reformas para perderla y no la autorice el Congreso y volver a quedar en ridículo, de veras cree que va a anenazar o a comprar todos los diputados, senadores y gobernadores de la oposición para que pase?",Reforma
544,Pues desde ahorita está muerta la susodicha ya lo dice la exsec. De gobernación se requiere de mucho diálogo pero el peje no es de diálogo sino de p. Chismes ya se kingo primero enseñe le a dialogar a este inepto,Reforma
545,Amlokks no te dejaremos que desaparezcas al INE hay primero muchos filtros y después nos vemos,Reforma
546,"Se nesecita que los legisladores de la camara baja sean unos asnos, como el merolico de palacio nacional !",Reforma
547,Arturo Dominguez Santos,Reforma
548,Karla Hernández Galindo,Reforma
549,Karla Hernández Galindo,Reforma
550,Se avecina una recesión terrible. Andamos regalando dinero a lo bestia.,Reforma
551,ECHANDOLE MAS LEÑA AL FUEGO ¡QUE ESTUPIDEZ DE ESTE DECRÉPITO!,Reforma
552,Mejor que vayan ellos 😏😏😏😏😏,Reforma
553,La guerra es un Negocio para EEUU lo triste es que medios como este apoyan esa agenda de modo de pensar occidental y por otro lado no servirá de mucho a que La Federación Rusa tiene misiles HIpersonicos con los que ha destruido bastante armamento que ha llegado a Ucrania y lo seguirá haciendo.,Reforma
554,"Esas empresas sfi que le van a dar taco al biden
Buenos negocios buenas amistades",Reforma
555,"Y ese megapaquete será cortesía de la casa, es decir será un amable regalo?",Reforma
556,Y dejarlos bien endeudados con usa...,Reforma
557,Go Rusia,Reforma
558,DE PASO QUE LE VENDA UNOS A RUSIA YA ESTA CERCA,Reforma
559,El negocio de la guerra lastima que los que arriesgan la vida luchando sean los soldados y personas que no quedaran bien de sus facultades,Reforma
560,Rorro Sanjuan,Reforma
561,Rorro Sanjuan,Reforma
562,Rorro Sanjuan,Reforma
563,Buen negocio.,Reforma
564,"Bien, Ucrania debe atacar también como lo hace Rusia, basta de quedarse sentado viendo cómo solo Rusia los ataca 🙌🏻❤️",Reforma
565,No es como que de a fuerza tener Twitter.,Reforma
566,Estos artículos son falsos vamos a guiarnos con medios de comunicación veraces y que tienen una reputación intachable mientras te lo siga este 👆 no le creas nada mucho menos te suscríbas te van a robar tu dinero,Reforma
567,"Porque no paro ? Estamos acostumbrados a no respetar leyes instituciones menos a las autoridades.
Ellos no pueden saber quien va en los carros o camioneta. Te identificas te revisan y te vas porque huyes?",Reforma
568,Pues que habra hecho el chamaco no creo que lo mataron por mandar pitopos 🤣🤣🤣no sean mamones reforma,Reforma
569,"Es la seguridad que escogió el kks , pura gente inepta sin preparación para que hagan lo que el les diga
Si a los militares los convirtió en albañiles , mandaderos.
Que no hará un guardia nacional.",Reforma
570,Para eso sirve su guardia y para andar en los camiones como carros terroríficos a los delincuentes los dejan ir por orden de él loco obrador alias el kakas,Reforma
571,"Pobre joven desgraciadament
e la guardia nacional no le sirve para nada a los mexicanos.",Reforma
572,"Es un gobierno fallido, de amigos y favores",Reforma
573,Y el pasquin se esmera en dar la nota.,Reforma
574,.,Reforma
575,"Es una desgracia.

Fue un solo elemento y de manera literal tomo su decisión y será juzgado y sentenciado.

Lo que quiere Reforma y demás delicuentes de cuello blanco es denostar toda una institución que ha ido creciendo sin el amparo de Garcías Luna ni tomandantes.

Son hienas de la información que manipulan para llevar agua a su molino.",Reforma
576,O sea que ya aceptaron los dizque demócratas que van a perder la elección,Reforma
577,"¿DE UCRANIANOS O DE CENTROAMERICANO
S?",Reforma
578,Nunca van a decir lo real. BIDEN por respeto no publica los regaños que le da al ANDRES.,Reforma
579,La orden fue Lopezpon otros 28000 militares en la frontera la respuesta fue donde se los pongo señor antes que Trump me venga a doblar,Reforma
580,Le dieron otra doblada no mas,Reforma
581,Fue constructivo y no amenaza. pero Igual obligan a México a detener migrantes en ambas fronteras- Doblada constructiva,Reforma
582,Ya sabemos la verdad... o no?,Reforma
583,Lo doblaron otra vez ya tiene callo el kks.,Reforma
584,¿Sigue utilizando militares para cuidar la frontera y cuidar al gobierno de otro país?,Reforma
585,"Pobre kakas, todo maltratado por los presidentes gringos.
Lo traen a puros zapes.
Pero bueno, es lo que se merece.",Reforma
586,"Unos ven otra derrota de AMLO!...

Otros vemos una propuesta más de campaña para el 2024!... (cero y van 2)
La coalición ""Haremos historia"" esta preparando el terreno para tener esos 334 espacios qué necesita para reformas constitucionale
s!...

La oposición se está quedando atrás!",Reforma
587,"¿Regresión histórica? Ustedes, señor, padecen el síndrome de Estocolmo: fenómeno paradójico en el cual la víctima desarrolla un vínculo positivo hacia su captor como respuesta al trauma del cautiverio, lo cual ha sido observado en diferentes casos, tales como secuestro, esclavitud, abuso sexual, violencia de pareja, miembros de cultos, actos terroristas...",Reforma
588,Heidi Nolasco,Reforma
589,Esa reforma es una estupides recuerden que amlo viene del viejo PRI los más ladrones y socialistas que acabaron con Mexico Luis Echeverría y López Portillo unos dictadores y López Obrador es su maldita herencia!,Reforma
590,Si una regresión a la honestidad y dejar de mantener tantos vividores de los partidos,Reforma
591,El retroceso lo está hoy el INE al estar contaminado,Reforma
592,"No hay tal regresión. Y México no debe olvidar nunca su historia:

La reforma electoral es un avance democrático, Todos los partidos chiquitos unidos, sin importar valores ni ideologías, unidos contra la decisión de un pueblo que cree en la democracia y ve con coraje que no se respeta su voto. No hay tales minorías, son vivales que compran y venden franquicias. Basta de simulación, demuestren a la gente si ideología y respetenla. Déjense de pactos contra México. Nunca más diputados designados, deben ser electos por el pueblo. Eso es democracia",Reforma
593,"La oposición ve con buenos ojos que siga un INE, corrupto y aliado.",Reforma
594,"MORENA: ""MOVIMIENTO DE REGRESIÓN NACIONAL""",Reforma
595,El pejelagarto es un fascita. No permitamos que este demagogo autoritario destruya a nuestra patria. Defendamos al INE,Reforma
596,Excelente se han tardado en correr a estos delincuentes electorales,Reforma
597,Heidi Nolasco,Reforma
598,"Obvio, a modo. Obtusos y miopes quienes no dan cuenta. Simplemente CNDH desapareció con obmusman a modo, Rosario Ibarra y así será y buscan al desaparecer al INE o a otra secretaria que no este a modo o responda a los intereses del ""supremo"".... Que falta de visión gente!!!!!",Reforma
599,"NO PASARA LA REFORMA ELECTORAL...RET
ROGRADA.",Reforma
600,Julio Cesar Reyes Martos,Reforma
601,Cual democracia todo para el quire ser absoluto y ya mero se muere,Reforma
602,Cusnto duele a la corrupcion,Reforma
603,Si lo dice universalito jurenlo es mentira.,Reforma
604,Cierto,Reforma
605,Para a alguno no para todos es lo bueno,Reforma
606,"¿¿Mencionenme,u
n ""Periodista"" contreras,del Reforma,que no sea Chayotero,??.",Reforma
607,"Los mantos acuíferos se están secando, se hunde todo en México, se hunde el aeropuerto internacional y allí le metió mano solo Fox y Calderón.🙄🙄🙄",Reforma
608,"Los hechos que está viviendo la población hablan por si mismos, las palabras de los que están en el gobierno ya no las escucha la gente.",Reforma
609,"El hundimiento era obvio cuantos años y cuantos somos arriba. Lo que si es de reconocer, es que a este gobierno le ha tocado tooodo, y es de admirar que han podido con todo, no paran de trabajar, arreglar y crear.",Reforma
610,"Y es de las alcaldias que mas voto por morena, el chiste se cuenta solo",Reforma
611,"No hay gente trabajando, la obra está detenida desde el percance le dan preferencia al que aún no tiene pasaje, cuando en el metro se transportaban Miles de personas cada día, es un caos este Gobierno.",Reforma
612,Es la corrupción de López Obrador y su gente corruptos de morena,Reforma
613,"Ah pero votaron por MORENA, ahora se aguantan",Reforma
614,Asi le va pasará al tren maya x la corrupción de López Obrador y su gente igualmente cómo el metro tlahuac mala Obra de marcelo Ebrard y mancera y la gefa de Gobierno Claudia,Reforma
615,"Ese hundimiento de esa calle no es por el metro, sino por el sismo del 2017 🙄🙄.",Reforma
616,Haber sr Mario Delgado sr Ebrard y otros que ha pasado con los tramos de las calles de tlaltenco hay hundimientos que los habitantes enfrentan Sra Sheinbaum vaya a ver qué pasa con la zona junto con el sr Mario Delgado y otros es probable que se suceda otra tragedia,Reforma
617,Pero presidenta claudia deberás lo que es la ignorancia de los morena,Reforma
618,"Ya saben quien tiene su equipo y su camión , pregúntenle a café Tacuba , fueron los mismos que los robaron a ellos en Puebla",Reforma
619,Cómo no le robaron su ropa,Reforma
620,"fueron los mismo que robaron el equipo de café tacvba, al rato lo presume #FANIA97",Reforma
621,Pfff que bueno!!! De la que se salvaron de oírlos gritar!!!,Reforma
622,Ojalá encuentren pronto a los responsables para invitarles una caguama por tan grandioso favor.,Reforma
623,Pues hasta un favor le hacen a los oídos de la gente tocan de la mier....... D@,Reforma
624,LO BUENO QUE FUE EL DE MAQULLAJE,Reforma
625,Ha de ser karma,Reforma
626,hasta les hicieron un favor ! tocan re qlero !,Reforma
627,"Resultado de los
ABRAZOS no BALAZOS.
Acusar con a los malandrines con su mamá etcétera, etcétera.

Éste es el PUEBLO SABIO Y ADIESTRADO.",Reforma
628,Hasta que dan una excelente noticia....,Reforma
629,Le hicieron un favor a los oidos!!,Reforma
630,ojala le roben todo al conejito malo cuando llegue a Mèxico.,Reforma
631,Desde hace mucho les robaron la imaginación con las canciones jajaja,Reforma
632,EL ROCK MURIÓ.,Reforma
633,Para q vean la i seguridad q vivímos estamos muy mal pero sigan con los abrazos.,Reforma
634,los trajes los han de querer para las fiestas del pueblo los famosos guegues jaja,Reforma
635,Que agradescan los poblanos.,Reforma
636,La mejor banda de rock mexicano de la historia,Reforma
637,"Pero felices, no?",Reforma
638,"Que los busquen con el ""detector de metaaaal""...",Reforma
639,"Unos ven otra derrota de AMLO!...

Otros vemos una propuesta más de campaña para el 2024!... (cero y van 2)
La coalición ""Haremos historia"" esta preparando el terreno para tener esos 334 espacios qué necesita para reformas constitucionale
s!...

La oposición se está quedando atrás!",Reforma
640,"YA SALEN LOS ACHICHINCLES a hacer su trabajo , este Sergio Ser-miento en qué parte de la propuesta lo dice del partido único, por qué no la ha leido,,solo le paga para que abra su apestoso hocico..así es la oposición sin fundamento ni propuesta. ,el pueblo los vio sin debate en la cámara done la ley eléctrica y ahora lo vemos en la reforma al INE ..son muy sentiditos esto lacras...lástim
a de lentes y ropita..que dirán sus hijos su esposa de este falso periodista...a ya seson iguales de estiércol..",Reforma
641,INEPRIAN Está es la democracia que defienden los derechangos.,Reforma
642,"El viejo, viejo PRI ha sido reemplazado por Morena.",Reforma
643,"Partido único por un buen rato... y a ver hasta cuando despierta una buena oposición con excelentes propuestas, no como ahora que no presentan nada solo desacreditan todo",Reforma
644,"México necesita al INE!!!
México no necesita al ojete, mentiroso y corrupto López Obrador!!!",Reforma
645,"Pues con este tipo de oposición agachada corrupta y traicionera no dudes que desaparezcan y la muestra será estas próximas elecciones de gobernadores que no ganaran ni siquiera una,al tiempo dizque periodosta chayotero.",Reforma
646,"Es lo que amlo busca! Pero lo vamos a dejar, así empezaron todos los dictadores, con esa misma idea!!!",Reforma
647,"Querer un partido único y encima con trampas? Se llama dictadura... MEXiCO es plural no de un sólo hombre.... ni de sus secuaces, rémoras, arrastrados, serviles, sumisos y obedientes.... Estas reformas las hace la sanguijuela del palacio para acomodar todo a su favor.... eso es democracia? Cada vez que se le prende alguna perversa idea, porque no consigue sus propósitos acomoda las leyes a su gusto.... es dictadura...ado
ctrinamiento a la niñez, queriendo hacerlos sin aspiraciones ni competencias para su superación e inventando hasta la historia? Es dictadura... decirles cómo vivir, que comer, que vestir, que pensar, que repetir? Es dictadura.... apoyo total al INE y sus funcionarios...
basta de querer todo a su favor.... cuando son unas ratas, corruptas, retrógradas, perversas.... pero millonarios... 🤮🤮",Reforma
648,"Pues la culpa es de la oposición por no hacer bien su papel como opositores. Tan ineptos son que su ineptitud suprema fue su traición a la patria a ojos de todo el país 🤣 y van por más! Falta su defensa a los plurinominales.
.. De esa forma se sepultan y evidencían solitos. Más ridículos no se puede.",Reforma
649,Deben de ponerle ya un Alto a la rata mayor de Morena!!! Para que no seamos un Venezuela !!!,Reforma
650,"Como siempre subestimando a los electores. Estos líderes de ""opinión"" en búsqueda seguidores ingenuos, de quines viven manipulándolos.
Informen con certeza y fomenten la participación, antídoto de todo régimen que atente la democracia.",Reforma
651,Ladren inche bola de Chayotero$,Reforma
652,"Da flojera leer sus publicaciones

Ningun analisis que vengan de usted Sr Sarmiento merecen que yo pierda mi tiempo",Reforma
653,López anhela ser el viejo PRI.,Reforma
654,"No más saqueadores y sus paleros.

La reforma electoral es un avance democrático, Todos los partidos chiquitos unidos, sin importar valores ni ideologías, unidos contra la decisión de un pueblo que cree en la democracia y ve con coraje que no se respeta su voto. No hay tales minorías, son vivales que compran y venden franquicias. Basta de simulación, demuestren a la gente si ideología y respetenla. Déjense de pactos contra México. Nunca más diputados designados, deben ser electos por el pueblo. Eso es democracia",Reforma
655,"No nos vayamos con la finta de que el adefesio de Macuspana quiere eliminar el #INE.
#AMLO y su apestosa #4T saben que están derrotados para el 2024 y también saben que su reforma al INE no será aprobada.
Entonces con esto ya tienen el pretexto perfecto para que cuando se den los resultados en la próxima elección federal y estos no sean favorables a Morena, ellos asegurarán de que les hicieron fraude y que por eso querían hacer una reforma a este instituto.

En pocas palabras, están preparando su berrinche para el 2024.

#JoseRamonVivid
orDeLaNacion
#ElCacas está derrotado",Reforma
656,No Sr. Sarmiento lo que pasa esque hagan lo que hagan los demás partidos no hay competencia no se equivoquen ni mal informen a la gente que de todos modos ya no es tan fácil lo que pasa que UD. Debe de decir esto porque es la línea que le marcaron sus patrones. Pues allí lo entiendo perfectamente. Pero no se vale. Y allí se les nota mucho su desesperación. Saludos SR. Sarmiento.,Reforma
657,"En mi opinion lo que quiere AMLO, es todo el dinero posible para aumentar su cartera de clientelismo electoral en virtud del fracaso del 10 de abril.",Reforma
658,No se nesecitan más partidos políticos solo izquierda. Y. Derecha los demás son divicion para ASER un país más débil,Reforma
659,Este es el filosofo chipotles,Reforma
660,"Al fin y al cabo "" focas "" los partidarios del PEJE , aplauden sus tonterías , sus ineptitudes , critican al PRI y ya se les olvido de dónde surgió su "" ídolo "" ahora con versión aumentada en corrupción y avaricia , estos solo se conforman con una "" ayuda"" , quienes son los conformistas.",Reforma
661,"A que sarniento chayotero, que México no fué rehén de un solo partido de peña hacia atrás?",Reforma
662,"Sergio, ya no se van, a repartir los concejeros entre los partidos, como se hacian antes, ahora el pueblo es el que lo designara. Exchayotero.",Reforma
663,"este es un desacreditado pseudo periodista,anti
amlo,que siempre habla o escribe con rencor ,sin analizar y mientr como respira.",Reforma
664,Creo que ocupa más vaselina le duele aun,Reforma
665,el unico partido unico que llena a los cahyoteros es el pri ese si les tenia medido el hocico,Reforma
666,Es completamente irrelevante su punto de vista.,Reforma
667,"Y ,,,cuál es ese partido?
Dónde está la oposición?
Dónde están algún candidato de buen perfil ! Competitivo?
La oposición se preocupa en decir NO",Reforma
668,Viejo estúpido entonces EEUU q son dos partidos únicos es una farsa eso no es un régimen,Reforma
669,A estos chayoteros no les cre nadie sus comentarios ya que se venden al mejor postor,Reforma
670,"No es que se pierde y roban mucho dinero, ya basta y ahora hasta se unen, porque son sanguijuelas, quieren acabar con nuestro país y seguir robando, como les gusta, vivir como reyes intocables y destructores",Reforma
671,"El partido único es el de gran burgecia que miente, roba y corrompe",Reforma
672,al comunismo... ya valio mensico,Reforma
673,Sarmiento cuando daras una opinión tuya no de tus patrones,Reforma
674,"Cierto , regresa el pridictadura de los 70s de cuando nació el peje en ese partido........
pues no nos atrevimos ha botarlo ? en la revocacion, pues como dijeron los de la 4-t en 2018 ; nos la van a meter doblada. ahi incluyen chairos y focas que les gusta.",Reforma
675,Ay ay ay el feo complice y corrupto del.prianismo,Reforma
676,"Nooooo por favor, defendamos nuestra democracia, este presidente es un enfermo que busca destruir al INE, y tener todo el poder!!!",Reforma
677,"Ah, y cuántos años pasamos con el PRI, éste no dejaba entrar a otros, existían otros partidos pero eran paleros de ellos mismos.",Reforma
678,Puede haber dos partidos el morena y prianistas nada más como en otros paises,Reforma
679,TODO MEXICO CON #AMLO!!,Reforma
680,Leyendo los resúmenes de este periódico cualquiera pensaría que el país está para el kilo,Reforma
681,Pero no va hacer asi,Reforma
682,NO DEBE PASAR...,Reforma
683,Sergio sarmiento,Reforma
684,No se lo permitan nunca nunca,Reforma
685,Yo creo que no pasará así como no pasó la mal llamada reforma eléctrica,Reforma
686,"Irwing Leyva Ruano y a si va a ser en MEXICO, de hecho ya 2 partidos con forma de coalicion, hay que esperar a que se de bien la fusion.",Reforma
687,"‼#ReformaElector
al: “No va a pasar”☝️

▪️La oposición asegura que la reforma electoral constitucional que el gobierno federal enviará al Congreso no va a ser aprobada.

▪️Liderazgos del PAN, PRI, PRD y Movimiento Ciudadano han expresado rechazo a una iniciativa que busca sustituir al INE, eliminar legisladores plurinominales y recortar financiamiento a partidos políticos.

▪️Alejandro Moreno Cárdenas, presidente nacional del PRI, dijo que su partido no avalará ninguna reforma que condicione la autonomía del INE.

▪️Julen Rementería, coordinador de la bancada panista en el Senado, calificó la reforma electoral como “un panfleto chavista que tiene como objetivo destruir al INE”.

▪️Jorge Álvarez Maynez, diputado federal de Movimiento Ciudadano, argumenta que la reforma electoral no es más que “una vulgar provocación” del oficialismo.

▪️La oposición advierte que si Morena decide votar la iniciativa electoral en el Pleno de la Cámara de Diputados en estas condiciones, será rechazada. Se trataría de la segunda negativa del Congreso a una reforma constitucional del presidente en cuestión de días.",Reforma
688,Me encanta que creen que MORENA es diferente al PRI cuando todos lo dinosaurios del PRI están en MORENA empezando por AMLO apoco por cambiarse el nombre ya no son los ladrones de siempre???? No se dejen ver la cara.,Reforma
689,EL DE CHIVAS - AMERICA,Reforma
690,"Lo ineludible sucede cuando la participación ciudadana directa es escasa o nula, éste no es el caso,los ciudadanos tienen en todo momento la decisión en los grandes temas nacionales, ése fué el escenario de la""dictadura perfecta"", del PRI,con simulación democrática y partido hegemónico, ésta propuesta tiene el objetivo contrario.",Reforma
691,"Vaya que no das una columnista ratonero, hases un días sacaste precios únicos, ahora sacas, un solo partido , vaya que si estás enfermo de la único neurona que medio razona, tu viva la libertad, la democracia, y sobre todo viva el poer seguir Robado, al erario, o no columnista, tu afanada democracia que dejó, una oligarquía que se robo, todo los recursos del país, y una deuda, y un nivel educativo, como el que vive, el país, esa es tu democracia vividora, . O no voz de quesito. Ignorante.",Reforma
692,Ya leíste la propuesta del Presidente y su equipo? En qué no estás de acuerdo y por qué?,Reforma
693,Este siente q si se aprueba esta reforma ya nunca le yegara su chayote y sin reforma está asegurada su buena ayuda del PRIAN,Reforma
694,Eso es lo que quiere que que morena y ser absoluto es voraz el viejo no quiere que otros roben,Reforma
695,Sarmiento si estás enfermo,Reforma
696,No va a pasar.,Reforma
697,👁👁,Reforma
698,Héctor Tlapa Garcia,Reforma
699,"No seas ridículo sarmiento, ni en los mejores países del primer mundo, hay tantos partidos políticos, ( máximo 3 ) y nosotros nos damos el gusto de tener más de 10, en dónde se gasta muchísimo dinero en campañas, no se necesitan tanto, con 3 es más que necesario, en USA son solo 3, los republicanos, los demócratas y los independientes,
en Europa son lo mismo, por qué nosotros nos queremos dar ese lujo de tener tantos partidos políticos, que al final terminan aliandose entre ellos, es necesaria una reforma electoral!",Reforma
700,"Lopez quiere ser vitalicio en el poder, no necesita estar él al frente pero si uno de ellos para poder manejarlo a su antojo, ojalá no pase su reforma porque adiós Mexico como lo conocemos...",Reforma
701,No veo que usted critique a 5 partidos que se unieron en uno solo y que no sirven nada más que para votar en contra de todo lo que el actual gobierno proponga,Reforma
702,Queremos foros abiertos como la reforma eléctrica.,Reforma
703,"pues si el pan gana se queda con todo o si el PRI gana igual,
y dejarían a morena sin pluris ,
no entiendo cual es su opocision,
hechenle ganas.,
ya vieron que solo morena tiene 15 millones y ustedes 75,
cuál es el miedo pues.",Reforma
704,"Al paso que vamos, para las próximas elecciones veremos que el que no vote por MORENA será considerado como un traidor a la Patria.",Reforma
705,"Exactamente, queremos un solo partido , no un puño de vividores, pri , pan , prd , mc , ine y cada uno recibiendo presupuesto, mejor uno solo y un solo presupuesto",Reforma
706,"Y cuando mamaba nada más el pri, callastes como momia",Reforma
707,"Asi Reacciona siempre,quien ve mas y mas lejos su 💵💵💵💵💵 CHAYOTE.",Reforma
708,Y acaso no estábamos en un régimen de un solo partido. A quien quieren engañar.,Reforma
709,"México, no es Venezuela o Bolivia
#ApoyoAlINE",Reforma
710,"Ojalá que despierten sus borregos y se den cuenta que su mesías está en el camino mas equivocado de la historia. Y muchas de sus ocurrencias serán la causa de un daño irreversible.
Lo dejo al tiempo. La historia juzgará.",Reforma
711,Excelente!,Reforma
712,"Unos ven otra derrota de AMLO!...

Otros vemos una propuesta más de campaña para el 2024!... (cero y van 2)
La coalición ""Haremos historia"" esta preparando el terreno para tener esos 334 espacios qué necesita para reformas constitucionale
s!...

La oposición se está quedando atrás!",Reforma
713,"Urge una reforma electoral, aunque ya avisaron los que ""piensan diferente ""que no pasara, aunque deben escuchar primero a los ciudadanos, no se mandan solos, aunque no quieran reconocerlo",Reforma
714,Aquí otra explicación sencilla:,Reforma
715,Me parece bien.,Reforma
716,"Hay muchos regidores, senadores, diputados locales y federales que están ahí sin méritos y con sueldos que no tienen madre, pero desgraciadament
e para los intereses de la mayoría de partidos merman sus intereses...",Reforma
717,Ruth Rodríguez Nájera,Reforma
718,"El gran problema no solo de Mexico..si no de muchos paises que hay este sistema que el ""representante""
del area..llamase diputado, senador, presidente.. etc..etc..No deja la chi..chi.. de su partido lo sigue apoyando a capa y espada. Y peor aun cuando este es pobre y quiere ser ""rico"" por medio de la politica..Y asi no se va a llegar a nada.. Y si despues de terminar su periodo.. Hacemos que los Aztecas hacian con sus ofrendas a sus dioses..Tu crees que ahora si se peleen por esos puestos..jajaja
!!🤔🤔",Reforma
719,Pero la oposición va salir a defender al INE 😮‍💨,Reforma
720,"Excelente, nada de dinero a partidos politicos",Reforma
721,"El INE no se toca “
No al autoritarismo “!",Reforma
722,"Excelente propuestas, nos libraría de los parásitos, y México ahorraría mucho dinero y que se aplicaría mejor en otros rubros",Reforma
723,"Van que corren por estar como Venezuela, pero los Chairos bien ciegos, AL INE NO SE LE TOCA NADA",Reforma
724,"Según lo que he escuchado serían plurinominales se le darían los escaños por porcentaje de votos, ya no habrían candidatos votariamos por los partidos",Reforma
725,"Lo que más le interesa y le conviene más,es quitar al INE,para poder manipular al que el piensa creear el INEC (huele a Venezuela,Cuba)",Reforma
726,"Que también se eliminen a presidentes ignorantes, inútiles, ladrones, asesinos, hipócritas, narcos, aprendices de dictadores, etc etc etc etc etc.",Reforma
727,"Quiere poner a sus gatos serviles en el INE, como los que ya tiene en el congreso y en la suprema corte",Reforma
728,Y tu esquite lo quieres con chile andresito don nadie? Helado? De que sabor! Y no quieres el maletín nuclear!,Reforma
